HR,Irradiance,Temperature,Humidity,POWER
21,0,23.72,98.12,0
22,0,23.62,98.26,0
23,0,23.57,98.05,0
0,0,23.51,97.62,0
1,0,23.37,97.49,0
2,0,23.2,97.44,0
3,0,23.05,97.3,0
4,0,22.89,97.11,0
5,0,22.72,96.91,0
6,34.03,23.03,95.7,0.540282405
7,161.02,23.98,92.67,2.41139182
8,342.88,25.17,87.55,5.24943032
9,473.17,26.39,82.61,7.483517835
10,570.88,27.39,78.81,9.27718144
11,673.72,28.09,76.25,11.15260766
12,656.33,28.55,74.62,11.01343718
13,598.05,28.83,73.81,10.13148918
14,443.23,28.93,73.57,7.572302255
15,401.62,28.83,74.5,6.86649207
16,266.6,28.29,78.93,4.5537013
17,90.22,27.25,85.69,1.61464775
18,4.45,25.72,93.13,0.2481918
19,0,25.26,94.47,0
20,0,25.01,95.38,0
21,0,24.79,96,0
22,0,24.56,96.2,0
23,0,24.25,95.89,0
0,0,23.79,96.16,0
1,0,23.36,95.9,0
2,0,22.97,96,0
3,0,22.65,96.17,0
4,0,22.43,96.27,0
5,0,22.27,96.26,0
6,28.88,22.64,95.06,0.46252944
7,114.03,23.85,90.78,1.721439475
8,215.82,25.43,83.83,3.35906117
9,329.12,26.97,78.38,5.31856488
10,393.1,28.19,74.9,6.56079505
11,498.42,28.96,72.75,8.47448444
12,543.75,29.44,71.38,9.3626625
13,535.8,29.66,70.69,9.2905726
14,461.25,29.61,70.93,8.015613125
15,363.15,29.22,72.97,6.28687185
16,214.75,28.54,77.96,3.72334675
17,80.5,27.47,84.1,1.46697575
18,4.85,25.9,92.22,0.25471425
19,0,25.42,93.56,0
20,0,25.09,94.6,0
21,0,24.8,95.51,0
22,0,24.51,95.94,0
23,0,24.08,95.94,0
0,0,23.54,95.86,0
1,0,23.06,95.99,0
2,0,22.77,95.82,0
3,0,22.57,96.04,0
4,0,22.48,96.2,0
5,0,22.42,96.49,0
6,33.5,22.72,95.86,0.528129
7,83.82,23.55,93.63,1.27260745
8,161.02,24.39,89.89,2.45110001
9,238.95,25.23,85.5,3.698981325
10,368.05,25.92,82.34,5.7731227
11,444.12,26.4,80.54,7.0515956
12,478.45,26.58,80.61,7.63692795
13,421.1,26.55,81.72,6.74021725
14,358.58,26.52,83.12,5.76396872
15,227.9,26.39,84.91,3.71105145
16,115.78,26.12,87.7,1.95505312
17,45.28,25.52,92.62,0.85979552
18,2.75,24.46,96.7,0.22058175
19,0,24.19,97,0
20,0,24.06,96.89,0
21,0,23.81,96.02,0
22,0,23.31,95.86,0
23,0,22.81,96.3,0
0,0,22.42,96.6,0
1,0,22.17,96.64,0
2,0,22.01,96.68,0
3,0,21.89,96.75,0
4,0,21.8,96.85,0
5,0,21.73,97.15,0
6,23.52,22,96.74,0.381048
7,83.03,22.56,95.61,1.22428306
8,173.27,23.17,94,2.536362155
9,276.08,23.77,91.15,4.07838972
10,289.95,24.49,86.98,4.382706475
11,314.42,25.06,83.54,4.83478934
12,359.23,25.39,81.97,5.571494865
13,281.55,25.62,81.6,4.43180245
14,291.48,25.7,82.09,4.6040162
15,222.05,25.6,83.44,3.5407035
16,141.6,25.28,86.54,2.3018416
17,51.88,24.65,91.98,0.9400289
18,4,23.64,96.38,0.237552
19,0,23.31,97.08,0
20,0,23.09,97.56,0
21,0,22.92,97.82,0
22,0,22.88,97.67,0
23,0,22.82,97.59,0
0,0,22.66,97.7,0
1,0,22.42,97.87,0
2,0,22.3,97.92,0
3,0,22.17,98.04,0
4,0,22.11,97.85,0
5,0,22.06,97.65,0
6,29.38,22.42,96.73,0.46658982
7,87.45,23.16,94.57,1.3093414
8,176.1,24.11,90.74,2.65097195
9,260,25.33,85.14,4.02861
10,327.08,26.56,79.76,5.23581016
11,404.23,27.59,76.15,6.644580065
12,480.58,28.29,73.75,8.04019869
13,341.12,28.52,72.48,5.78713408
14,351.42,28.42,72.34,5.95213538
15,244.27,27.99,74.19,4.142715285
16,143.18,27.29,79.15,2.45524699
17,51.85,26.29,84.61,0.977848925
18,2.9,24.62,92.73,0.2230041
19,0,24.08,93.94,0
20,0,23.77,94.77,0
21,0,23.55,95.49,0
22,0,23.37,96.21,0
23,0,23.22,96.78,0
0,0,23.04,97.22,0
1,0,22.9,97.45,0
2,0,22.83,97.49,0
3,0,22.74,97.46,0
4,0,22.66,97.45,0
5,0,22.57,97.4,0
6,24.08,22.91,96.41,0.39855276
7,93.6,23.72,94.2,1.4200864
8,198.48,24.72,89.89,3.03219152
9,302.42,25.86,84.46,4.74333654
10,456,26.92,79.31,7.333984
11,567.22,27.65,76.11,9.29470985
12,596.45,28.21,73.97,9.928322025
13,580.4,28.57,72.57,9.7684126
14,500.23,28.64,72.16,8.46282674
15,345.98,28.38,73.02,5.86593558
16,253.95,27.85,77.15,4.294940875
17,100.1,26.97,82.41,1.76023865
18,4.53,25.56,90.68,0.24909156
19,0,25.03,91.64,0
20,0,24.62,92.93,0
21,0,24.21,94.26,0
22,0,23.77,95.75,0
23,0,23.43,96.8,0
0,0,23.19,97.46,0
1,0,23.02,97.65,0
2,0,22.84,97.86,0
3,0,22.7,97.91,0
4,0,22.62,97.85,0
5,0,22.55,97.68,0
6,35.85,23.17,96.1,0.568227525
7,162.55,24.3,93.26,2.45704675
8,303.17,25.63,87.65,4.713498695
9,427.7,26.89,81.85,6.86925885
10,462.4,28.05,77.66,7.670644
11,567.45,29.22,73.93,9.69933755
12,600.97,29.85,71.49,10.44616703
13,612.15,30.17,70.24,10.73641698
14,452.55,30.23,69.88,7.993326425
15,455.7,29.93,71.14,7.99647045
16,294.6,29.2,76.03,5.135794
17,91.78,28.17,81.45,1.67762417
18,4.2,26.41,91.61,0.2456649
19,0,25.75,93.22,0
20,0,25.33,94.51,0
21,0,24.96,95.48,0
22,0,24.64,96.24,0
23,0,24.36,96.46,0
0,0,24.08,96.55,0
1,0,23.8,96.63,0
2,0,23.53,96.66,0
3,0,23.25,96.85,0
4,0,23.01,96.97,0
5,0,22.8,97.13,0
6,25.08,23.09,96.21,0.41464374
7,101.47,24.03,93.71,1.547758345
8,204.25,25.28,88.62,3.1694855
9,344.35,26.6,82.97,5.503182
10,345.15,27.83,78.6,5.716798525
11,421.58,29.01,74.93,7.19444111
12,504.77,29.72,72.35,8.76368148
13,498.35,30.12,70.86,8.7534484
14,456.12,30.04,71.3,8.01628016
15,417.42,29.53,74.14,7.26221067
16,289.58,28.96,79.41,5.01973156
17,95.72,27.92,82.97,1.73157608
18,4.45,26.59,91.6,0.249933975
19,0,26.03,93.19,0
20,0,25.57,95.03,0
21,0,25.18,96.06,0
22,0,24.86,96.34,0
23,0,24.49,96.34,0
0,0,24.1,96.39,0
1,0,23.73,96.69,0
2,0,23.41,96.81,0
3,0,23.14,96.91,0
4,0,22.94,96.89,0
5,0,22.77,97.16,0
6,28.58,22.95,96.56,0.46233495
7,100.28,23.52,95.01,1.50741352
8,211.57,24.21,92.89,3.178336865
9,321.67,24.88,89.91,4.89767982
10,439.48,25.33,87.32,6.75746278
11,573.97,25.57,86.34,8.866773305
12,596.67,25.78,85.73,9.27948117
13,572.2,25.98,85.26,8.9653402
14,499.27,26.08,84.99,7.87169522
15,346.9,25.91,85.93,5.49555555
16,201.93,25.46,88.46,3.23074951
17,62.92,24.75,91.57,1.1067215
18,4.03,23.89,94.32,0.238437015
19,0,23.48,95.14,0
20,0,23.22,95.49,0
21,0,23.01,96.05,0
22,0,22.87,96.15,0
23,0,22.71,96.32,0
0,0,22.57,96.44,0
1,0,22.45,96.51,0
2,0,22.37,96.49,0
3,0,22.34,96.34,0
4,0,22.31,96.4,0
5,0,22.23,96.75,0
6,31,22.52,95.73,0.490404
7,101.5,23.35,93.48,1.51713625
8,205.98,24.53,88.32,3.12613523
9,346.42,25.86,82.49,5.42036454
10,404.1,26.96,78.64,6.5179162
11,471.05,27.61,76.59,7.728998225
12,538.88,28.13,75.22,8.96221248
13,496.42,28.5,74.23,8.3581615
14,466.08,28.53,74.34,7.87156808
15,369.75,28.3,76.36,6.24532875
16,225.52,27.79,80.69,3.82594036
17,75.5,26.91,85.55,1.36739225
18,3.78,25.48,92.72,0.23751648
19,0,25,93.56,0
20,0,24.64,94.77,0
21,0,24.36,95.68,0
22,0,24.13,96.11,0
23,0,23.89,96.38,0
0,0,23.61,96.69,0
1,0,23.34,96.77,0
2,0,23.02,97.13,0
3,0,22.71,97.45,0
4,0,22.48,97.67,0
5,0,22.35,97.59,0
6,23.85,22.77,96.55,0.393816525
7,121.85,23.6,94.26,1.8209845
8,243.9,24.68,89.69,3.7033784
9,387.67,25.94,84.42,6.06903441
10,504.25,27.14,79.67,8.14934275
11,593.53,27.79,76.84,9.758126915
12,597.17,27.82,75.98,9.83535873
13,436.1,27.66,76.42,7.1935117
14,359.48,27.53,77.16,5.94146798
15,302.8,27.26,78.8,4.9999476
16,165.55,26.85,82.87,2.781070375
17,63.35,26.01,86.85,1.149042575
18,3.78,24.71,91.78,0.23620671
19,0,24.2,92.93,0
20,0,23.8,94.03,0
21,0,23.45,94.89,0
22,0,23.14,95.6,0
23,0,22.87,96.24,0
0,0,22.64,96.8,0
1,0,22.51,97.05,0
2,0,22.43,97.15,0
3,0,22.4,96.98,0
4,0,22.39,96.77,0
5,0,22.33,96.93,0
6,22.9,22.74,96.28,0.3802107
7,102.62,23.88,94.06,1.55757952
8,216.32,25.38,88.9,3.36179072
9,332.83,26.94,81.86,5.37301059
10,472.17,27.95,76.93,7.809355675
11,603.88,28.5,74.3,10.119311
12,558.15,28.84,73.03,9.4567332
13,568.47,29.08,72.07,9.70076092
14,431.7,29.14,71.61,7.4197571
15,335.95,28.64,74.59,5.7395361
16,193.7,28.04,79.07,3.3304816
17,58.8,26.99,85.69,1.1046554
18,3.6,25.58,93.66,0.2349396
19,0,25.16,94.98,0
20,0,24.88,95.71,0
21,0,24.63,96.44,0
22,0,24.41,96.82,0
23,0,24.16,96.93,0
0,0,23.86,96.94,0
1,0,23.56,96.7,0
2,0,23.28,96.85,0
3,0,23.06,96.94,0
4,0,22.91,96.92,0
5,0,22.77,96.93,0
6,31,22.82,96.58,0.494589
7,113.7,23.19,96.02,1.68289135
8,223.48,23.76,94.92,3.30749816
9,332.9,24.41,92.25,4.99511505
10,438.83,25.3,88.14,6.74169205
11,588.85,26.45,83.23,9.326974625
12,607.33,27.36,79.82,9.87493446
13,547.72,27.81,78.4,9.03839194
14,409.9,27.92,78.77,6.8271086
15,309.88,27.59,81.83,5.15936514
16,159.35,27.15,86.08,2.704421125
17,54.53,26.36,91.68,1.02132236
18,2.7,25.25,95.79,0.22080375
19,0,25.01,96.3,0
20,0,24.82,96.48,0
21,0,24.58,96.34,0
22,0,24.18,95.88,0
23,0,23.59,95.71,0
0,0,23.09,95.95,0
1,0,22.76,96.04,0
2,0,22.57,96.05,0
3,0,22.44,96.18,0
4,0,22.35,96.27,0
5,0,22.24,96.55,0
6,18.73,22.5,95.81,0.31987875
7,69.07,23.35,92.96,1.054765525
8,141.27,24.45,87.7,2.164085675
9,231.57,25.93,81.66,3.660462045
10,339.27,27.34,76.96,5.54630131
11,431.23,28.37,74.07,7.232410295
12,510.17,28.96,72.64,8.68167294
13,414.85,29.18,72.38,7.13308285
14,357.5,29.01,73.63,6.14760875
15,261.52,28.55,76.58,4.4905782
16,167.18,27.76,81.9,2.87533756
17,50.4,26.7,88.32,0.964556
18,3.72,25.45,94.43,0.2365533
19,0,25.04,95.27,0
20,0,24.67,95.83,0
21,0,24.18,96.21,0
22,0,23.63,96.16,0
23,0,23.04,95.93,0
0,0,22.67,95.84,0
1,0,22.4,95.88,0
2,0,22.22,95.97,0
3,0,22.06,96.09,0
4,0,21.92,96.22,0
5,0,21.79,96.63,0
6,36,22.1,95.77,0.55302
7,145.82,22.89,93.12,2.11884391
8,240.7,23.85,88.61,3.56593775
9,312.73,25.01,83.56,4.782357285
10,416.08,26.14,79.9,6.55464904
11,347.85,26.58,78.92,5.57507135
12,396.17,26.77,78.9,6.378099405
13,395.62,26.91,79.06,6.40433539
14,364.5,27.22,78.53,5.9716355
15,281.4,27.39,78.02,4.6736457
16,196.85,27.24,78.98,3.3111748
17,64.05,26.41,84.57,1.171389725
18,3.72,24.62,92.6,0.23516388
19,0,24.01,93.88,0
20,0,23.62,95.32,0
21,0,23.39,96.14,0
22,0,23.23,96.57,0
23,0,23.09,97.01,0
0,0,22.89,97.23,0
1,0,22.65,97.24,0
2,0,22.35,97.03,0
3,0,21.97,97.12,0
4,0,21.63,97.38,0
5,0,21.36,97.46,0
6,38.4,21.81,96.05,0.5808768
7,212.3,23,92.01,3.06343
8,344.12,24.64,85.21,5.18605256
9,486.25,26.51,78.99,7.714156875
10,313.67,27.93,75.3,5.218623895
11,375.95,28.9,72.76,6.40904225
12,427.67,29.52,70.97,7.40493078
13,438.45,29.81,69.99,7.655775025
14,496.17,29.86,69.71,8.66767379
15,457.77,29.65,70.22,7.974433725
16,286.27,28.98,74.34,4.96675957
17,97.6,27.94,79.29,1.7631248
18,4.15,26.16,90.4,0.2444163
19,0,25.39,92.09,0
20,0,24.89,93.54,0
21,0,24.48,94.83,0
22,0,24.17,95.87,0
23,0,23.93,96.44,0
0,0,23.73,96.66,0
1,0,23.48,96.69,0
2,0,23.12,96.69,0
3,0,22.71,96.59,0
4,0,22.31,96.53,0
5,0,21.98,96.54,0
6,28.23,22.13,95.79,0.446990955
7,130.12,23.15,92.42,1.9134751
8,300.73,24.68,86.08,4.54764488
9,351.5,26.19,80.6,5.55072825
10,504.92,27.31,77.9,8.19866434
11,559.58,28.36,75.27,9.34978496
12,537.72,29.04,73.01,9.16337496
13,547.2,29.51,71.33,9.4485424
14,563.03,29.66,70.53,9.76612391
15,438.33,29.52,71.01,7.61651322
16,215.12,28.84,75.43,3.75852736
17,71.72,27.79,81.12,1.33584446
18,2.9,25.93,91.2,0.22471365
19,0,25.26,92.66,0
20,0,24.85,93.59,0
21,0,24.5,94.69,0
22,0,24.2,95.61,0
23,0,23.91,96.33,0
0,0,23.63,96.38,0
1,0,23.28,96.38,0
2,0,22.9,96.32,0
3,0,22.54,96.29,0
4,0,22.24,96.29,0
5,0,22.01,96.4,0
6,33.35,22.2,95.69,0.518229
7,118.47,23.17,92.6,1.749489955
8,270.17,24.56,86.22,4.07905634
9,458.85,26,80.56,7.1792325
10,530.97,27.29,77.11,8.611714585
11,607.03,28.37,74.39,10.136011
12,589.85,28.95,72.76,10.01620838
13,534.97,29.05,72.4,9.129532825
14,496.83,28.92,72.82,8.46885812
15,284.67,28.52,75.18,4.87096728
16,161.05,28.1,78.55,2.80041475
17,50.8,27,86.13,0.97772
18,1.5,25.34,93.42,0.2027295
19,0,24.92,94.52,0
20,0,24.71,95.03,0
21,0,24.49,95.49,0
22,0,24.22,95.93,0
23,0,23.95,96.2,0
0,0,23.65,96.36,0
1,0,23.34,96.4,0
2,0,23.03,96.21,0
3,0,22.73,96.12,0
4,0,22.46,96.01,0
5,0,22.22,96.19,0
6,31.65,22.27,95.67,0.495867975
7,130.8,22.86,93.82,1.9060396
8,277.73,23.75,89.86,4.089726875
9,420.12,24.8,85.81,6.3539892
10,550.4,26.03,82.08,8.6111104
11,589.4,27.13,78.94,9.5159399
12,542.4,27.85,76.81,8.951628
13,502.45,28.16,75.66,8.3812339
14,330.67,28.25,75.22,5.583654875
15,223.07,28.06,76.16,3.80321739
16,127.7,27.49,80.46,2.21858785
17,43.9,26.56,86.52,0.8593178
18,1.92,25.06,93.13,0.20885184
19,0,24.61,94.11,0
20,0,24.26,94.99,0
21,0,23.93,95.78,0
22,0,23.63,96.53,0
23,0,23.38,97.14,0
0,0,23.18,97.61,0
1,0,23.09,97.54,0
2,0,22.95,97.5,0
3,0,22.79,97.39,0
4,0,22.63,97.13,0
5,0,22.42,96.81,0
6,24.92,22.56,95.92,0.40643784
7,134.38,23.47,92.71,1.99317937
8,319.8,24.8,87.05,4.848218
9,508.33,26.17,81.97,7.982585745
10,497.08,27.59,77.16,8.13554674
11,591.75,28.54,74.05,9.92890775
12,592.97,29.07,72.38,10.10057456
13,617.72,29.37,71.56,10.61054638
14,530.08,29.39,71.47,9.13837304
15,448.48,29.11,72.38,7.70666376
16,258.3,28.51,75.88,4.44248485
17,77.43,27.27,84.62,1.410544745
18,3.12,25.59,92.68,0.22762836
19,0,25.21,93.72,0
20,0,24.87,94.73,0
21,0,24.46,95.34,0
22,0,23.94,95.37,0
23,0,23.39,95.48,0
0,0,22.97,95.9,0
1,0,22.71,96.14,0
2,0,22.53,96.2,0
3,0,22.43,96.27,0
4,0,22.37,96.07,0
5,0,22.33,95.97,0
6,23.9,22.58,95.27,0.3924729
7,83.1,23.5,92.73,1.2604075
8,143.32,24.49,87.81,2.19690806
9,231.12,25.23,83.69,3.58072092
10,348.73,25.74,82.01,5.44707709
11,383.55,26.34,80.6,6.09453065
12,518.5,27.06,78.4,8.3781495
13,432.85,27.48,77.07,7.1058106
14,403.55,27.45,78.15,6.638163875
15,277.05,27.05,80.9,4.561328625
16,162.3,26.46,84.61,2.7011311
17,43.2,25.54,89.98,0.8284976
18,3.03,24.43,94.64,0.224672805
19,0,23.92,95.65,0
20,0,23.55,95.44,0
21,0,23.17,95.42,0
22,0,22.82,95.42,0
23,0,22.5,95.74,0
0,0,22.26,95.79,0
1,0,22.06,95.66,0
2,0,21.89,95.77,0
3,0,21.77,95.81,0
4,0,21.69,95.82,0
5,0,21.6,96.04,0
6,28.9,21.91,95.06,0.45331455
7,132.23,23.02,90.87,1.93563307
8,269.23,24.37,83.87,4.042123295
9,364.52,25.91,77.83,5.70707094
10,428.83,27.28,74.04,6.97242958
11,423.65,28.17,72.07,7.069086725
12,429.9,28.82,70.7,7.3074981
13,401.8,29.21,69.81,6.9182101
14,319.3,29.27,70.09,5.54303495
15,254.57,28.76,72.9,4.39928244
16,146.6,27.9,77.72,2.550313
17,55.15,26.54,85.55,1.03546895
18,3.1,25.16,91.02,0.2267232
19,0,24.49,92.56,0
20,0,23.83,94.12,0
21,0,23.29,95.46,0
22,0,22.87,96.09,0
23,0,22.51,96.64,0
0,0,22.21,96.73,0
1,0,21.95,96.52,0
2,0,21.75,96.31,0
3,0,21.53,96.4,0
4,0,21.34,96.45,0
5,0,21.18,96.51,0
6,38.95,21.64,94.58,0.5853576
7,167.6,23.02,88.68,2.4346684
8,365.4,24.61,80.89,5.4968723
9,449.48,25.94,75.97,7.02233004
10,573.95,27.08,73,9.2464672
11,550.55,27.79,71.28,9.059465525
12,632.2,28.43,69.84,10.5788007
13,596.9,28.83,68.83,10.11225715
14,585.88,28.79,68.99,9.92741834
15,362.52,28.47,70.3,6.15387498
16,235.5,27.89,74.53,3.99876775
17,77.75,26.97,79.91,1.405175375
18,2.65,25.51,88.76,0.220358175
19,0,24.97,89.61,0
20,0,24.47,91.11,0
21,0,24.03,92.77,0
22,0,23.58,94.58,0
23,0,23.21,95.84,0
0,0,22.96,96.29,0
1,0,22.73,96.39,0
2,0,22.47,96.51,0
3,0,22.17,96.54,0
4,0,21.88,96.4,0
5,0,21.55,96.54,0
6,26.67,21.83,94.65,0.422005245
7,124.4,23.03,88.87,1.8257194
8,247.62,24.66,82.34,3.75641414
9,363.17,26.29,77.68,5.748370185
10,446.9,27.63,74.25,7.33240615
11,493.88,28.63,71.66,8.32495298
12,499.02,29.24,70.02,8.55743016
13,440.17,29.62,68.92,7.64766343
14,319.88,29.75,68.26,5.6219435
15,225.88,29.46,69.12,3.99154116
16,118.57,28.62,73.94,2.13170053
17,41.72,27.21,82.79,0.83729054
18,2.05,25.36,90.92,0.2110821
19,0,24.8,92.3,0
20,0,24.43,93.43,0
21,0,24.1,94.68,0
22,0,23.8,95.69,0
23,0,23.52,96.05,0
0,0,23.21,95.89,0
1,0,22.83,95.79,0
2,0,22.42,95.49,0
3,0,22.07,95.32,0
4,0,21.79,95.44,0
5,0,21.64,94.86,0
6,34.03,21.75,94.26,0.520681125
7,92.18,22.68,90.54,1.35646408
8,211.05,24.04,84.68,3.1545764
9,334.42,25.38,80.61,5.16348582
10,431.2,26.56,77.85,6.8707024
11,468.65,27.43,75.9,7.652218775
12,488.12,27.98,74.48,8.09636892
13,366.35,28.19,73.9,6.151145425
14,288.3,27.99,75.1,4.85240765
15,203.98,27.42,78.61,3.43183422
16,125.85,26.35,85.58,2.124203875
17,43.78,25.42,92.13,0.83497442
18,2.65,24.72,95.2,0.2194161
19,0,24.35,95.85,0
20,0,23.93,96.08,0
21,0,23.48,95.88,0
22,0,22.98,95.91,0
23,0,22.54,95.76,0
0,0,22.13,95.57,0
1,0,21.8,95.47,0
2,0,21.56,95.61,0
3,0,21.41,95.84,0
4,0,21.28,96.21,0
5,0,21.2,96.28,0
6,28.65,21.37,95.8,0.442950225
7,117.9,22.02,94.4,1.6803961
8,254.55,22.92,90.63,3.6599912
9,370.85,24.19,84.89,5.517575175
10,514.4,25.42,80.37,7.9132216
11,506.8,26.38,77.93,8.0267228
12,499,27.21,75.8,8.1012555
13,340.5,27.7,74.44,5.6512075
14,314.58,27.92,74.24,5.27205812
15,250.77,27.73,76.13,4.219620945
16,121.05,27.23,80.4,2.097223675
17,31.98,26.29,86.48,0.66826439
18,2.4,24.9,93.17,0.215892
19,0,24.48,94.29,0
20,0,24.2,95.29,0
21,0,23.91,96.27,0
22,0,23.6,96.84,0
23,0,23.29,96.53,0
0,0,22.87,96.48,0
1,0,22.42,96.47,0
2,0,22.01,96.72,0
3,0,21.69,96.78,0
4,0,21.46,96.8,0
5,0,21.27,97.11,0
6,27.52,21.68,95.95,0.43168512
7,103.72,22.73,92.82,1.51985002
8,205.8,24.12,86.85,3.0855032
9,311.2,25.68,80.31,4.8532272
10,390.33,27.01,75.93,6.308003485
11,495.73,28.05,73,8.226339425
12,548.6,28.79,70.85,9.2846373
13,492.2,29.36,68.98,8.4786964
14,461.2,29.59,67.92,8.0106086
15,410.98,29.32,68.96,7.11364512
16,251.6,28.62,72.96,4.3438564
17,80.97,27.59,79.09,1.478920535
18,2.65,25.99,88.5,0.220930575
19,0,25.34,90.35,0
20,0,24.81,92.57,0
21,0,24.38,94.43,0
22,0,24.02,95.78,0
23,0,23.75,96.32,0
0,0,23.5,96.72,0
1,0,23.27,96.89,0
2,0,23.05,97.12,0
3,0,22.86,97.15,0
4,0,22.68,97.12,0
5,0,22.48,97.2,0
6,30.1,22.84,96.36,0.4822428
7,119.47,23.82,93.15,1.79861143
8,242.9,24.93,87.88,3.71584865
9,359.15,26.16,82.28,5.6647263
10,424.48,27.43,77.22,6.93136888
11,506.2,28.61,73.3,8.5253219
12,549.92,29.41,70.3,9.46011624
13,509.52,29.88,68.35,8.89170592
14,449.88,30.1,67.02,7.9206746
15,461.02,29.81,67.71,8.06317779
16,244.57,29.09,72.45,4.278681085
17,95,28.24,75.97,1.73351
18,0,26.67,86.06,0
19,0,26.27,84.68,0
20,0,26.08,83.54,0
21,0,25.77,83.4,0
22,0,25.31,84.59,0
23,0,24.5,88.95,0
0,0,23.81,91.67,0
1,0,23.34,93.93,0
2,0,23.1,95.09,0
3,0,22.95,95.73,0
4,0,22.8,96.07,0
5,0,22.64,96.23,0
6,14.73,23.2,95.22,0.2690187
7,40.5,24.97,89,0.67695325
8,51.15,26.69,81.34,0.886149575
9,68.65,27.67,77.17,1.202232975
10,140.35,28.23,75.55,2.409248725
11,283.42,28.44,75.23,4.80003416
12,554.03,28.39,76.14,9.275622765
13,599.85,28.09,78.41,9.961841425
14,512,27.79,80.66,8.462816
15,463.65,27.42,83.24,7.60966485
16,274.58,26.88,87,4.51099468
17,104.35,25.96,92.81,1.7803292
18,0,25,95.11,0
19,0,24.79,94.3,0
20,0,24.73,93.72,0
21,0,24.56,93.92,0
22,0,24.14,95.69,0
23,0,23.87,97.02,0
0,0,23.71,97.57,0
1,0,23.56,97.48,0
2,0,23.37,97.32,0
3,0,23.13,97.16,0
4,0,22.93,96.95,0
5,0,22.79,96.59,0
6,29.27,22.75,96.55,0.469414125
7,108.07,23.08,95.75,1.59767752
8,189.48,23.56,94.61,2.79941696
9,294.7,24.1,92.53,4.3911465
10,343.4,24.79,89.32,5.2185487
11,430.8,25.57,85.98,6.6825002
12,626.33,26.49,82.26,9.934904265
13,540.28,27.23,79.5,8.77637098
14,475.1,27.48,79.36,7.7967116
15,282.38,27.23,81.95,4.66906833
16,113.93,26.68,86.92,1.95508108
17,30.33,25.79,92.56,0.635732315
18,0,24.77,95.72,0
19,0,24.42,96.38,0
20,0,24.11,96.62,0
21,0,23.74,96.44,0
22,0,23.31,96.3,0
23,0,22.97,96.56,0
0,0,22.7,96.87,0
1,0,22.5,96.97,0
2,0,22.36,97.07,0
3,0,22.22,97.33,0
4,0,22.11,97.44,0
5,0,22.04,97.43,0
6,28.25,22.32,96.75,0.4496805
7,113.12,22.96,94.96,1.66295584
8,222.5,23.66,92.05,3.2833325
9,338.48,24.36,88.48,5.06971776
10,471.3,25.08,85.05,7.1864668
11,541.38,25.66,82.38,8.39148986
12,623.85,26.01,80.91,9.761289825
13,559.53,26.2,80.36,8.8250962
14,524.9,26.35,80.33,8.33237675
15,315,26.34,81.15,5.064945
16,100.7,26.27,82.25,1.72805005
17,18.55,25.83,85.81,0.455178425
18,0,24.82,87.59,0
19,0,24.07,90.4,0
20,0,23.36,93.84,0
21,0,22.89,95.75,0
22,0,22.49,96.92,0
23,0,22.23,97.51,0
0,0,22.35,96.31,0
1,0,22.64,94.81,0
2,0,22.39,95.66,0
3,0,22.16,96.24,0
4,0,22.09,96.12,0
5,0,21.98,96.03,0
6,35.38,22.71,96.16,0.55424091
7,117.35,24.6,90.79,1.809127
8,247.25,26.15,85.22,3.916701875
9,436.02,27.61,79.05,7.14240549
10,489.98,28.69,74.57,8.26331179
11,640.97,29.37,71.69,10.98501751
12,665.4,29.82,69.58,11.5442526
13,540.67,29.94,68.38,9.44195941
14,475.58,29.89,67.8,8.32021379
15,434.65,29.62,68.17,7.57338735
16,261.85,29.13,70.35,4.574398225
17,87.18,28.49,73.19,1.61461619
18,0,27.19,79.09,0
19,0,26.72,78.68,0
20,0,26.57,77.57,0
21,0,26.41,76.78,0
22,0,25.7,80.39,0
23,0,24.73,86.59,0
0,0,23.94,91.95,0
1,0,23.46,94.75,0
2,0,23.12,96.12,0
3,0,22.87,97.19,0
4,0,22.69,97.7,0
5,0,22.55,97.88,0
6,27.12,23.2,96.6,0.4448328
7,110.57,24.34,93.51,1.69571071
8,233.48,25.77,87.93,3.66310082
9,351.95,26.99,81.91,5.684421225
10,433.33,28.02,76.03,7.18884547
11,463.25,28.94,71.51,7.88009225
12,494.12,29.53,68.63,8.53906362
13,523.25,29.82,67.38,9.11367925
14,417.7,29.77,67.67,7.30209305
15,361.58,29.4,69.7,6.2896284
16,256.58,28.93,73.86,4.46246173
17,84.8,28.26,75.54,1.5664016
18,0,27.07,82.62,0
19,0,26.7,82.07,0
20,0,26.08,85.8,0
21,0,25.51,89.27,0
22,0,24.96,92.58,0
23,0,24.47,94.14,0
0,0,24.04,95.88,0
1,0,23.74,96.46,0
2,0,23.5,96.78,0
3,0,23.3,96.99,0
4,0,23.14,97.12,0
5,0,23.01,97.01,0
6,28.02,23.28,95.96,0.45861252
7,147.62,24.23,92.73,2.23314967
8,207.27,25.49,86.75,3.234753035
9,355.55,26.79,81.21,5.709645525
10,528.97,27.99,77.42,8.746279135
11,616.08,29.11,74.18,10.49063996
12,607.65,29.85,71.71,10.56094613
13,580.22,30.28,70.01,10.21190272
14,480.33,30.43,68.94,8.518636355
15,492.45,30.39,68.05,8.731187475
16,317.05,30,68.92,5.6291125
17,110.62,29.35,72.28,2.04583865
18,0,27.82,80.51,0
19,0,26.73,85.32,0
20,0,25.97,88.71,0
21,0,25.33,91.54,0
